open_time,avg,wgtavg,open,high,low,close,volume,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume
2022-04-08 23:21:00,0.20638653846153845,0.060427254024845944,42265.08,42300.0,42256.3,42299.99,2.48894,105228.81,239,0.84602,35772.055
2022-04-08 23:22:00,0.19456907216494845,0.14086193884832016,42300.0,42309.65,42254.37,42254.37,3.88434,164231.2,245,1.69332,71587.57
2022-04-08 23:23:00,0.136052,-0.17083132754845506,42254.38,42272.42,42236.62,42237.88,2.99024,126365.516,157,0.99825,42180.777
2022-04-08 23:24:00,0.20595816326530614,0.5086813668739865,42237.88,42237.88,42170.84,42180.91,4.82185,203463.5,418,1.75947,74238.88
2022-04-08 23:25:00,0.2104546218487395,0.025829358646147386,42180.91,42224.34,42178.74,42184.43,1.58965,67087.09,187,0.88155,37198.992
2022-04-08 23:26:00,0.180315,0.4439325526588669,42180.91,42212.31,42180.9,42212.13,1.50428,63482.883,115,0.8007,33789.24
2022-04-08 23:27:00,0.14101951219512193,0.24567819408419198,42212.12,42230.4,42186.57,42186.58,8.04109,339404.47,291,3.67938,155308.83
2022-04-08 23:28:00,0.23823301886792453,0.3391222623788721,42186.03,42198.21,42151.28,42187.14,9.48127,399898.5,259,3.01155,127024.305
2022-04-08 23:29:00,0.2748354430379747,0.35259992472292123,42187.14,42187.14,42159.94,42162.24,2.03888,85979.05,215,0.67032,28265.648
2022-04-08 23:30:00,0.14057286821705428,-0.3796829805350409,42162.24,42249.98,42162.24,42226.12,6.39376,269881.3,220,4.97869,210140.11
2022-04-08 23:31:00,0.16642033898305084,0.3128717035381122,42226.12,42226.12,42203.51,42206.75,3.47118,146534.55,142,0.53079,22407.129
2022-04-08 23:32:00,0.19696767676767676,0.4189273249967467,42206.75,42206.76,42158.07,42161.22,4.21575,177799.11,200,2.23716,94340.164
2022-04-08 23:33:00,0.17094444444444445,-0.02372549011437738,42158.01,42177.79,42158.01,42169.29,3.45281,145597.48,147,2.52209,106348.02
2022-04-08 23:34:00,0.21639702970297028,0.09303197068314831,42169.28,42199.74,42163.14,42195.9,2.52979,106699.15,149,1.48763,62748.688
2022-04-08 23:35:00,0.12481976744186048,0.3270349842877496,42199.72,42220.0,42185.2,42219.99,2.62914,110963.63,171,1.08893,45961.676
2022-04-08 23:36:00,0.20264190476190477,0.34730801554630547,42220.0,42250.2,42220.0,42242.93,4.01014,169374.89,184,1.77914,75137.336
2022-04-08 23:37:00,0.1648358695652174,0.04636678674055829,42240.54,42268.64,42240.54,42250.2,2.37238,100245.19,178,0.91867,38817.17
2022-04-08 23:38:00,0.2437222222222222,0.24656225458714007,42250.2,42260.04,42194.21,42194.22,3.92353,165689.31,160,1.07244,45282.7
2022-04-08 23:39:00,0.1869825,0.6068236312237826,42194.22,42206.48,42159.25,42159.25,5.52506,233099.42,233,1.26118,53212.48
2022-04-08 23:40:00,0.10309101123595506,0.2380334025850609,42159.25,42169.9,42159.25,42164.48,1.86588,78673.0,129,0.9285,39147.633
2022-04-08 23:41:00,0.16214183673469387,0.19580170266942748,42164.48,42164.49,42143.01,42143.89,4.52562,190777.1,268,2.69,113399.43
2022-04-08 23:42:00,0.23654838709677417,0.11956174957401196,42143.89,42160.71,42129.52,42129.52,5.50228,231911.23,253,2.82185,118934.945
2022-04-08 23:43:00,0.1868490566037736,0.24275840588266862,42129.52,42162.27,42128.1,42150.0,9.26747,390499.66,248,6.08582,256418.11
2022-04-08 23:44:00,0.16878536585365855,-0.2408192090294102,42153.64,42155.28,42131.93,42155.27,1.31297,55334.47,125,0.72931,30734.434
2022-04-08 23:45:00,0.15990927835051547,0.2590428620750709,42155.27,42169.88,42147.61,42166.04,3.05709,128891.31,190,1.22946,51835.836
2022-04-08 23:46:00,0.12298426966292135,0.5037574749093505,42166.04,42217.71,42166.04,42214.56,5.41254,228365.98,237,2.41961,102094.64
2022-04-08 23:47:00,0.198132183908046,0.23622391229198875,42214.55,42276.17,42214.55,42259.58,3.34828,141465.62,256,2.20661,93210.445
2022-04-08 23:48:00,0.2221061855670103,0.5863768363497713,42259.57,42259.57,42220.0,42244.74,4.73289,199901.33,235,1.71608,72482.74
2022-04-08 23:49:00,0.20448691588785045,0.17737749881572715,42244.74,42244.75,42228.81,42231.88,1.99476,84250.51,127,1.09132,46089.516
2022-04-08 23:50:00,0.14837333333333333,0.4916034484205016,42237.55,42261.35,42237.55,42257.64,13.53395,571863.25,167,1.72971,73080.766
2022-04-08 23:51:00,0.18681182795698925,0.2157460667869564,42257.64,42259.8,42245.7,42258.64,12.49298,527878.06,151,1.44628,61109.22
2022-04-08 23:52:00,0.22982812500000002,0.33104121406029585,42258.65,42272.9,42253.79,42267.55,7.08273,299328.5,182,2.69384,113856.84
2022-04-08 23:53:00,0.12885185185185186,0.366467392784967,42267.56,42294.84,42266.94,42293.29,6.4547,272893.84,241,2.96394,125303.83
2022-04-08 23:54:00,0.17965238095238095,0.4530889904198405,42293.29,42308.24,42279.0,42293.29,23.8096,1006945.5,304,3.88906,164484.6
2022-04-08 23:55:00,0.19547831325301204,0.3520955060259472,42293.29,42331.64,42293.28,42325.32,10.38189,439267.12,339,7.54852,319393.8
2022-04-08 23:56:00,0.19161604938271604,0.34475628888792204,42325.32,42325.32,42223.03,42226.65,21.07574,891044.25,458,5.47253,231267.81
2022-04-08 23:57:00,0.14444714285714286,0.1794417741330332,42226.64,42303.89,42223.12,42262.5,3.34837,141517.44,257,1.19604,50544.62
2022-04-08 23:58:00,0.083553125,0.33008653974047675,42262.5,42299.99,42262.5,42283.04,2.58762,109416.06,160,1.89705,80208.13
2022-04-08 23:59:00,0.31409710144927533,0.1577474305938325,42283.04,42289.39,42260.75,42264.62,2.12121,89676.55,157,0.66584,28146.494
2022-04-09 00:00:00,0.1266027932960894,0.14398513049314246,42264.63,42284.43,42232.98,42279.19,4.80087,202831.28,287,2.97442,125648.04
2022-04-09 00:01:00,0.13920791366906474,0.03037179919829101,42279.19,42392.84,42278.66,42380.34,15.98513,676871.7,649,8.99846,380931.34
2022-04-09 00:02:00,0.205184,0.2641203781815912,42380.34,42395.67,42345.28,42357.31,14.65667,621066.2,447,5.14228,217864.66
2022-04-09 00:03:00,0.16398800000000002,-0.1974116540892022,42357.31,42357.31,42300.0,42314.63,12.71729,538384.94,324,3.42372,144927.31
2022-04-09 00:04:00,0.22137333333333334,0.18031821024971112,42314.63,42357.38,42310.12,42346.78,4.08552,172979.44,240,3.29247,139395.95
2022-04-09 00:05:00,0.17034851485148517,0.48679364187677304,42346.78,42354.13,42329.65,42347.79,1.27937,54169.22,144,0.75625,32019.273
2022-04-09 00:06:00,0.1519991304347826,0.05026696130072947,42347.79,42379.6,42347.78,42374.17,1.76322,74704.32,156,1.05606,44741.664
2022-04-09 00:07:00,0.22780722891566266,0.4667619278608578,42374.17,42376.6,42359.75,42360.28,1.99518,84525.805,195,1.31823,55844.688
2022-04-09 00:08:00,0.17701682242990655,-0.048876614988440995,42360.28,42369.99,42309.24,42311.86,3.80462,161109.97,225,1.39103,58888.88
2022-04-09 00:09:00,0.17120094339622643,0.23742015902603955,42312.52,42312.53,42276.18,42303.65,9.20268,389179.72,374,5.42579,229426.7
2022-04-09 00:10:00,0.19488,0.24828735811433894,42301.59,42315.16,42297.77,42303.26,3.41069,144295.42,248,1.44882,61289.887
2022-04-09 00:11:00,0.18499756097560976,0.16596269124140056,42303.27,42342.68,42300.01,42322.59,3.81392,161380.83,225,1.70807,72280.81
2022-04-09 00:12:00,0.19125270270270273,0.3881827475182373,42331.24,42334.65,42303.34,42318.18,3.47527,147067.34,221,1.62372,68708.0
2022-04-09 00:13:00,0.18230853658536586,0.03156189622218552,42318.17,42383.18,42318.17,42383.17,10.18103,431165.78,293,8.44212,357515.47
2022-04-09 00:14:00,0.15409404761904763,0.09420812832887403,42383.17,42387.94,42363.97,42381.67,2.24798,95265.95,167,1.20068,50881.75
2022-04-09 00:15:00,0.13871460674157302,0.06040438719868439,42381.67,42386.68,42181.94,42230.42,46.03844,1946527.6,861,6.8721,290690.56
2022-04-09 00:16:00,0.1700659090909091,0.021463714945870658,42230.42,42316.47,42171.64,42316.47,17.64163,745068.06,789,8.90511,376049.25
2022-04-09 00:17:00,0.12406148148148148,0.08367306516234495,42316.47,42378.74,42170.24,42252.95,94.16429,3978616.2,1511,23.5954,996834.1
2022-04-09 00:18:00,0.15789549549549547,0.19609575228563908,42248.15,42269.19,42228.74,42235.15,6.39091,269998.5,322,1.55016,65480.418
2022-04-09 00:19:00,0.19484268292682927,0.01834374471879843,42237.7,42291.52,42235.2,42286.57,7.5722,320066.47,289,4.19392,177240.86
2022-04-09 00:20:00,0.16864607843137253,0.22370810065136199,42286.58,42286.58,42264.85,42278.93,1.95479,82645.84,145,0.24692,10438.342
2022-04-09 00:21:00,0.187205,0.029912533422459895,42278.93,42278.93,42245.6,42252.69,3.10862,131372.72,221,1.06308,44922.63
2022-04-09 00:22:00,0.18002093023255814,0.15517111826817986,42252.7,42274.25,42252.69,42263.01,3.62574,153226.16,190,1.96173,82895.625
2022-04-09 00:23:00,0.23000606060606058,0.19858120912296484,42263.01,42276.17,42258.99,42274.24,1.93518,81806.266,128,0.43928,18568.748
2022-04-09 00:24:00,0.17833673469387756,0.33693466450858905,42274.23,42293.91,42270.55,42289.33,9.48461,401001.62,197,7.74476,327430.4
2022-04-09 00:25:00,0.20311333333333334,0.17900697712306562,42289.33,42307.28,42289.33,42307.28,0.9655,40839.38,128,0.56374,23845.41
2022-04-09 00:26:00,0.13992745098039217,0.3060624634634445,42307.53,42341.17,42307.53,42339.99,3.91299,165633.3,261,2.02859,85867.2
2022-04-09 00:27:00,0.18289156626506023,0.47087554723157515,42339.99,42340.0,42333.58,42339.94,11.86618,502408.1,207,11.38373,481981.62
2022-04-09 00:28:00,0.15855056179775281,0.06999006844711549,42339.94,42344.47,42335.0,42335.01,12.58344,532747.44,236,1.01385,42925.668
2022-04-09 00:29:00,0.19043857142857143,0.424141755068163,42335.0,42340.94,42318.06,42340.94,17.60708,745381.2,183,1.05032,44452.195
2022-04-09 00:30:00,0.07678035714285714,0.4031376589517084,42340.94,42340.94,42315.16,42316.19,1.19048,50384.453,137,0.40649,17201.188
2022-04-09 00:31:00,0.08136857142857143,0.1352849207539891,42316.2,42351.64,42316.19,42351.63,7.03174,297713.8,208,4.61293,195298.6
2022-04-09 00:32:00,0.08854867256637168,0.25418160578619375,42351.64,42351.64,42343.15,42343.15,2.3954,101438.92,146,1.33635,56590.58
2022-04-09 00:33:00,0.16222528735632183,0.11235247032228426,42343.16,42351.58,42343.15,42347.92,2.17909,92277.43,117,1.56433,66242.36
2022-04-09 00:34:00,0.19482528735632185,0.10367167594894222,42347.93,42372.57,42347.93,42370.46,8.22341,348343.53,274,5.56062,235525.12
2022-04-09 00:35:00,0.1354873417721519,0.47249094093174004,42370.46,42370.46,42302.56,42310.67,10.7669,456044.4,330,2.4866,105292.2
2022-04-09 00:36:00,0.12586206896551724,-0.0035120534959624645,42310.68,42352.01,42310.68,42343.55,9.31502,394273.5,241,3.09871,131176.48
2022-04-09 00:37:00,0.0500013698630137,0.24511903498794088,42343.54,42354.14,42330.91,42337.98,2.38734,101089.414,164,0.54598,23119.809
2022-04-09 00:38:00,0.14374599999999998,-0.02369264787474806,42337.97,42356.31,42315.21,42347.04,3.1767,134496.73,199,1.20281,50922.305
2022-04-09 00:39:00,0.20674772727272728,0.22498831362047164,42347.03,42347.04,42327.15,42327.15,2.97005,125734.39,183,1.43112,60580.656
2022-04-09 00:40:00,0.19048589743589742,0.32923431013133586,42327.16,42327.16,42302.56,42323.7,3.02505,128005.55,234,1.40086,59272.96
2022-04-09 00:41:00,0.13599318181818182,0.13501057567261232,42323.71,42325.29,42309.34,42309.34,2.2071,93397.44,135,0.62985,26651.936
2022-04-09 00:42:00,0.11535425531914893,-0.007296933409025154,42309.32,42330.33,42309.32,42330.33,1.35359,57284.344,140,0.67273,28468.379
2022-04-09 00:43:00,0.20312727272727274,0.33300000759387927,42330.33,42349.99,42310.2,42349.99,3.27754,138747.19,164,1.99559,84466.64
2022-04-09 00:44:00,0.20751410256410255,0.007459629095258023,42350.0,42353.0,42318.74,42324.39,2.80113,118572.36,200,0.77191,32672.836
2022-04-09 00:45:00,0.18020198019801983,0.1563641570502157,42324.39,42331.44,42311.61,42317.54,2.25078,95255.59,130,1.11218,47065.78
2022-04-09 00:46:00,0.20102499999999998,0.2514199445995802,42317.54,42330.79,42317.53,42330.78,1.59361,67449.37,132,0.89009,37670.035
2022-04-09 00:47:00,0.23790190476190476,0.24314445389865488,42330.79,42361.63,42330.79,42351.63,2.34698,99390.43,149,1.59095,67368.805
2022-04-09 00:48:00,0.1923252427184466,0.3716390106378003,42354.2,42354.2,42341.92,42352.54,0.90354,38263.754,106,0.29016,12286.722
2022-04-09 00:49:00,0.14582117647058823,0.0528970012891451,42352.55,42352.78,42349.29,42352.7,0.95279,40351.58,81,0.40624,17204.1
2022-04-09 00:50:00,0.16419719626168222,0.2946683788380958,42352.71,42352.71,42328.9,42352.65,2.02604,85788.375,165,1.1173,47305.555
2022-04-09 00:51:00,0.10915888888888887,0.1317161665638364,42352.66,42361.8,42336.72,42338.91,3.68424,156042.31,151,1.01622,43039.285
2022-04-09 00:52:00,0.16725784313725492,-0.2968969062028233,42338.9,42368.28,42275.0,42368.27,21.00588,888994.44,565,14.55896,616208.0
2022-04-09 00:53:00,0.16225222222222221,0.1408906772073115,42368.27,42420.68,42350.49,42418.66,14.91478,632316.8,633,8.30219,351957.22
2022-04-09 00:54:00,0.14835648148148148,0.26727768363697646,42420.84,42435.56,42420.78,42421.01,3.39201,143924.25,222,2.32529,98661.586
2022-04-09 00:55:00,0.16067142857142858,0.14698947178410599,42421.0,42421.01,42399.56,42419.24,2.64743,112292.49,150,1.44795,61418.36
2022-04-09 00:56:00,0.208259,0.5238490071769549,42419.24,42436.59,42419.24,42424.26,4.4127,187226.98,176,2.81337,119371.53
2022-04-09 00:57:00,0.119675,0.07679171503080816,42424.26,42440.0,42409.17,42440.0,4.90861,208254.08,201,3.13918,133187.38
2022-04-09 00:58:00,0.19315882352941174,0.3522150322496674,42439.99,42451.59,42439.99,42451.59,8.9,377757.22,255,6.56673,278722.38
2022-04-09 00:59:00,0.1827128712871287,0.5654389438032654,42451.62,42457.0,42440.31,42440.31,4.09094,173668.44,191,1.22015,51793.383
2022-04-09 01:00:00,0.14456535947712418,0.30570415790743355,42440.31,42440.31,42399.26,42399.27,4.57876,194199.97,200,2.52945,107280.94
2022-04-09 01:01:00,0.06832931034482759,-0.07035320941994337,42399.26,42400.0,42393.14,42393.15,1.80164,76385.76,123,0.88498,37520.723
2022-04-09 01:02:00,0.10047999999999999,0.2716260731149536,42393.15,42400.0,42379.3,42379.31,1.52035,64450.23,155,0.76386,32380.998
2022-04-09 01:03:00,0.15446836734693878,-0.22386479540989662,42378.49,42432.1,42370.0,42422.95,6.34274,268885.03,228,3.8807,164509.06
2022-04-09 01:04:00,0.1509490909090909,0.35146783873030024,42422.95,42462.13,42422.95,42462.13,9.66944,410545.1,267,4.57329,194161.2
2022-04-09 01:05:00,0.1519841121495327,0.08973668009553393,42462.13,42462.13,42430.0,42447.6,6.6972,284335.97,186,0.63299,26864.738
2022-04-09 01:06:00,0.1940308510638298,0.2209911593740419,42447.6,42455.73,42439.29,42455.25,1.7963,76244.664,144,1.20267,51044.57
2022-04-09 01:07:00,0.14131031746031747,0.05024017116947376,42450.27,42465.59,42450.26,42465.58,3.1681,134520.9,226,2.05872,87412.8
2022-04-09 01:08:00,0.165103125,0.0085380439949655,42465.58,42470.82,42464.99,42465.0,2.57908,109524.555,149,1.94341,82528.69
2022-04-09 01:09:00,0.15180465116279068,0.3479448493915255,42464.99,42470.83,42455.42,42470.82,1.47945,62827.316,134,0.95363,40498.156
2022-04-09 01:10:00,0.16877448979591836,0.06642927467016144,42470.83,42470.83,42428.6,42429.22,6.69574,284242.9,215,1.64995,70042.79
2022-04-09 01:11:00,0.13674999999999998,0.054245370711565905,42429.22,42434.29,42427.93,42429.02,1.49471,63421.293,82,0.40336,17114.447
2022-04-09 01:12:00,0.15247358490566038,0.3733561381817465,42429.01,42429.01,42393.4,42393.4,2.15953,91584.83,136,0.35357,14995.6875
2022-04-09 01:13:00,0.16268018018018018,-0.09991240761493558,42393.4,42393.41,42357.88,42359.48,2.73001,115686.76,235,0.67552,28624.203
2022-04-09 01:14:00,0.14493333333333333,0.43500833721230925,42359.48,42424.88,42340.98,42402.65,12.27545,520060.03,409,5.54463,234923.55
2022-04-09 01:15:00,0.20358035714285716,0.09011666341563099,42402.64,42402.64,42355.52,42386.29,9.54931,404646.47,317,3.25185,137784.34
2022-04-09 01:16:00,0.12769733333333333,-0.04052875559781006,42386.29,42405.22,42386.28,42395.06,1.71121,72544.84,126,0.53448,22656.887
2022-04-09 01:17:00,0.10093048780487804,-0.19831366518855972,42395.06,42429.15,42395.05,42429.15,2.009,85208.1,178,1.38217,58623.56
2022-04-09 01:18:00,0.1272875,0.01158176332673486,42429.14,42432.1,42399.25,42432.1,3.64965,154824.78,153,1.04418,44298.51
2022-04-09 01:19:00,0.07684125,-0.010329986947140357,42432.24,42448.97,42432.23,42446.01,3.70176,157117.53,141,1.83779,77995.61
2022-04-09 01:20:00,0.09131702127659574,0.16338911448636886,42446.01,42449.79,42420.73,42424.54,1.88323,79906.64,210,1.03425,43881.277
2022-04-09 01:21:00,0.19461219512195121,0.27434822783665347,42424.54,42436.72,42405.04,42405.05,2.94594,124954.82,161,1.62261,68815.7
2022-04-09 01:22:00,0.11688061224489796,0.41296161013101024,42405.04,42412.59,42399.75,42406.83,1.7058,72334.15,111,1.05099,44565.56
2022-04-09 01:23:00,0.14617027027027024,0.2878647252948726,42406.82,42406.82,42396.02,42399.08,2.7488,116547.41,91,1.6067,68118.54
2022-04-09 01:24:00,0.19984869565217392,0.31241015535189687,42399.08,42401.65,42398.03,42401.38,0.94109,39901.69,79,0.50584,21447.137
2022-04-09 01:25:00,0.1731705882352941,0.15985545779062735,42401.38,42401.39,42354.8,42362.0,2.81301,119196.055,213,1.46705,62158.52
2022-04-09 01:26:00,0.13332738095238095,0.049574473653348806,42362.05,42362.72,42350.93,42362.72,2.79643,118446.17,114,2.01399,85305.195
2022-04-09 01:27:00,0.19464189189189188,0.38606521784654757,42362.71,42373.63,42347.45,42359.34,6.62803,280721.34,187,5.5446,234828.3
2022-04-09 01:28:00,0.12983863636363638,0.18880699165679032,42359.34,42378.56,42359.34,42378.55,7.71785,327007.3,130,5.93801,251605.4
2022-04-09 01:29:00,0.22045686274509804,0.03187026146712323,42378.56,42378.56,42355.84,42374.41,1.9627,83149.97,139,0.81005,34313.91
2022-04-09 01:30:00,0.20445818181818182,0.05908577669517328,42374.42,42397.51,42371.34,42397.25,1.81921,77112.84,122,1.10089,46660.94
2022-04-09 01:31:00,0.20674298245614034,0.23386757688334395,42397.24,42416.27,42372.74,42416.27,6.03147,255715.39,149,5.09238,215907.62
2022-04-09 01:32:00,0.2033126126126126,0.3957654224666762,42416.28,42424.99,42413.41,42413.41,0.90129,38232.48,100,0.64629,27415.623
2022-04-09 01:33:00,0.2425208695652174,0.4339748301606812,42413.41,42422.15,42405.55,42415.03,1.33996,56837.52,135,0.34157,14488.359
2022-04-09 01:34:00,0.19872857142857142,0.18712637337015436,42415.04,42415.04,42401.4,42405.99,1.85701,78754.04,119,1.1368,48209.363
2022-04-09 01:35:00,0.18584871794871793,0.012130640803822815,42403.63,42403.63,42365.5,42365.5,3.28093,139040.5,178,1.62438,68838.61
2022-04-09 01:36:00,0.14718823529411765,0.15027376638855783,42365.5,42372.53,42360.0,42367.47,1.31148,55559.15,128,0.55859,23663.375
2022-04-09 01:37:00,0.114215,0.3065318926223443,42367.46,42367.85,42347.45,42347.45,2.34476,99314.484,143,1.51339,64097.348
2022-04-09 01:38:00,0.13306,0.5511093625995123,42347.45,42347.46,42300.1,42306.46,5.81777,246216.64,308,0.81956,34687.273
2022-04-09 01:39:00,0.19340258620689654,0.5128923556585097,42314.94,42325.82,42314.94,42325.81,2.02589,85732.99,128,0.90805,38426.51
2022-04-09 01:40:00,0.18121714285714285,0.3757940492864444,42325.81,42331.65,42320.32,42328.17,1.15731,48984.254,91,0.60315,25528.055
2022-04-09 01:41:00,0.1943795620437956,-0.02953297656731642,42328.17,42331.34,42302.53,42302.53,3.13235,132548.83,150,0.65313,27639.266
2022-04-09 01:42:00,0.026807894736842103,0.014103003192369845,42302.52,42310.78,42302.52,42308.26,0.93145,39408.3,101,0.6897,29179.926
